"set_id","question_number","question_text","correct_answer","wrong_answer_1","wrong_answer_2","wrong_answer_3","category","quiz_type","difficulty","explanation","improvement_note","youtube_title","sources_and_notes","","","","","","","","","",""
"theory-scales-002","5","What is the Locrian mode and why is it rarely used as a tonal center?","The 7th mode of major — it has a ♭2 and ♭5, making the tonic chord diminished and unstable","It has a major 3rd that clashes with the key","It is identical to the chromatic scale","It lacks a perfect 4th","Scales & Modes","music_theory","intermediate","Locrian (7th mode of major, e.g. B C D E F G A B) has a ♭2 and ♭5. The diminished chord on the tonic is too unstable to establish a real home base, making true Locrian pieces extremely rare. It does appear as a chord-scale over m7♭5 chords.","Add a composition task: write a 4-bar melody using this scale over a simple I-IV-V backing in two different keys.","","Berklee Music Theory Books 1-2 (Paul Schmeling). ABRSM Grade 5. iReal Pro — modal play-along tracks in all 12 keys and multiple tempos.","","","","","","","","","",""
"theory-scales-002","6","What are the modes of the major scale in order?","Ionian, Dorian, Phrygian, Lydian, Mixolydian, Aeolian, Locrian","Ionian, Lydian, Phrygian, Dorian, Mixolydian, Aeolian, Locrian","Dorian, Phrygian, Lydian, Ionian, Mixolydian, Aeolian, Locrian","Ionian, Dorian, Lydian, Phrygian, Aeolian, Mixolydian, Locrian","Scales & Modes","music_theory","intermediate","The 7 modes in order: Ionian (1st), Dorian (2nd), Phrygian (3rd), Lydian (4th), Mixolydian (5th), Aeolian (6th), Locrian (7th). Mnemonic: 'I Don't Particularly Like Modes A Lot.'","Add an improvisation task: give a drone backing track and have students create a 4-bar phrase using only these scale tones.","","Mark Levine, The Jazz Theory Book (Sher Music) — Ch. 1-3 on scales and modes. ABRSM Grade 5-6. iReal Pro app for modal backing tracks in all keys.","","","","","","","","","",""
"theory-scales-002","7","What is the Lydian Dominant scale?","The 4th mode of melodic minor — Lydian with a ♭7 (raised 4th + lowered 7th)","Lydian mode with an added ♭3","A Mixolydian scale with a #4","The whole tone scale starting on the 4th degree","Scales & Modes","music_theory","intermediate","Lydian Dominant (4th mode of melodic minor, e.g. F G A B C D E♭) combines the raised 4th of Lydian with the ♭7 of Mixolydian. It's used over dominant 7th chords with a #11 (♯4) extension — very common in jazz reharmonization.","Include a genre connection: name two musical styles that commonly use this scale/mode and provide a listening example for each.","","Jerry Coker, Improvising Jazz (Touchstone). ABRSM Grade 4-5. Recommended listening: Miles Davis 'Kind of Blue' for modal scale application in practice.","","","","","","","","","",""
"theory-scales-002","8","What is the diminished (octatonic) scale?","An 8-note scale alternating whole and half steps, symmetric at every minor 3rd","A scale with only diminished intervals","A 7-note scale with a ♭5","A scale built entirely of minor 3rds","Scales & Modes","music_theory","intermediate","The diminished scale alternates W-H (or H-W) for 8 notes. Its symmetry means it repeats every minor 3rd, so only 3 unique diminished scales exist. Used over diminished 7th chords and dominant 7♭9 chords in jazz and classical music.","Add a comparison question: list the specific degrees altered vs. the major scale and describe the mood change this produces.","","Ted Pease, Jazz Composition (Berklee Press). Modes in compositional context. ABRSM Grade 5. Aebersold Vol. 3 — The ii-V-I Progression for practice.","","","","","","","","","",""
"theory-scales-002","9","What is the difference between jazz melodic minor and classical melodic minor?","Jazz melodic minor uses raised 6th and 7th in both directions; classical reverts to natural minor descending","Jazz only raises the 7th; classical raises both 6th and 7th","They are identical","Classical melodic minor raises only the 6th","Scales & Modes","music_theory","intermediate","Classical melodic minor ascends with ♯6 & ♯7, descends as natural minor. Jazz melodic minor (real melodic minor) uses ♯6 & ♯7 in both directions. All melodic minor modes — including the altered scale — derive from the jazz version.","Include a chord pairing: identify which chord type this scale is most naturally paired with in jazz or pop.","","David Baker, Jazz Improvisation (Frangipani Press). Scale-chord relationships. Recommended: Paul Davids YouTube — modal scales with guitar context.","","","","","","","","","",""
"theory-scales-002","10","What is the pentatonic minor scale?","root ♭3 4 5 ♭7 — omits the 2nd and 6th of natural minor","root 2 3 5 6 — same as major pentatonic","root ♭3 ♭5 5 ♭7 — the blues scale","root 2 ♭3 5 ♭7 — Dorian without the 4th","Scales & Modes","music_theory","intermediate","Minor pentatonic (root ♭3 4 5 ♭7) omits the 2nd and 6th of natural minor. It's a relative of the major pentatonic — C major pentatonic (C D E G A) and A minor pentatonic (A C D E G) share the same 5 pitches.","Add a composition task: write a 4-bar melody using this scale over a simple I-IV-V backing in two different keys.","","Berklee Music Theory Books 1-2 (Paul Schmeling). ABRSM Grade 5. iReal Pro — modal play-along tracks in all 12 keys and multiple tempos.","","","","","","","","","",""
"theory-scales-002","11","What is the 'altered scale' (super Locrian)?","The 7th mode of melodic minor — contains ♭2 ♭3 ♭4 ♭5 ♭6 ♭7 (every non-tonic note altered)","Locrian with a raised 4th","A diminished scale starting on the 7th degree","A whole-tone scale with a leading tone","Scales & Modes","music_theory","intermediate","The altered scale = 7th mode of melodic minor (e.g. G altered = G A♭ B♭ C♭ D♭ E♭ F). It contains every alteration: ♭9, #9, #11, ♭13 — all tensions available over a G7alt chord. Used for maximum tension before resolving to tonic.","Add an improvisation task: give a drone backing track and have students create a 4-bar phrase using only these scale tones.","","Mark Levine, The Jazz Theory Book (Sher Music) — Ch. 1-3 on scales and modes. ABRSM Grade 5-6. iReal Pro app for modal backing tracks in all keys.","","","","","","","","","",""
"theory-scales-002","12","What is the 'Dorian ♭2' scale?","The 2nd mode of melodic minor — Dorian with a ♭2","Natural minor with a raised 6th","Phrygian with a raised 6th","Dorian starting on the 2nd degree","Scales & Modes","music_theory","intermediate","Dorian ♭2 (2nd mode of melodic minor) has a minor 2nd above the root but a natural 6th. For example: D E♭ F G A B C D. It combines a dark Phrygian opening with a brighter Dorian upper register. Used over m7 chords in minor ii-V contexts.","Include a genre connection: name two musical styles that commonly use this scale/mode and provide a listening example for each.","","Jerry Coker, Improvising Jazz (Touchstone). ABRSM Grade 4-5. Recommended listening: Miles Davis 'Kind of Blue' for modal scale application in practice.","","","","","","","","","",""
"theory-scales-002","13","What is the 'Lydian Augmented' scale?","The 3rd mode of melodic minor — Lydian with a raised 5th (#5) as well as #4","Lydian mode with an added 9th","The whole tone scale","Augmented scale transposed to Lydian","Scales & Modes","music_theory","intermediate","Lydian Augmented is the 3rd mode of melodic minor (e.g. E♭ F G A B C D). It has both a raised 4th AND raised 5th, creating a very bright, ambiguous, almost floating sound. Used over maj7#5 chords.","Add a comparison question: list the specific degrees altered vs. the major scale and describe the mood change this produces.","","Ted Pease, Jazz Composition (Berklee Press). Modes in compositional context. ABRSM Grade 5. Aebersold Vol. 3 — The ii-V-I Progression for practice.","","","","","","","","","",""
"theory-intervals-002","1","What is a compound major 9th and how many semitones does it span?","A major 2nd extended beyond an octave — 14 semitones (12 + 2)","A chord with a major 9th — 12 semitones","An interval of exactly 2 octaves — 24 semitones","A major 7th plus a minor 2nd — 12 semitones","Intervals","music_theory","intermediate","A major 9th = octave (12) + major 2nd (2) = 14 semitones. Compound intervals are named by adding 7 to the simple interval number (2nd + 7 = 9th). They appear frequently in jazz extended chords like maj9, dom9, and m9.","Add a harmonic context question: how does this interval function within a dominant 7th chord and within a major 7th chord?","","Steven Laitz, The Complete Musician, 4th ed. (Oxford). Stefan Kostka & Dorothy Payne, Tonal Harmony (McGraw-Hill). ABRSM Grade 5-6.","","","","","","","","","",""
"theory-intervals-002","2","How does the tritone in G7 resolve when moving to Cmaj7?","F moves down a half step to E; B moves up a half step to C — the tritone contracts to a major 3rd","Both notes move down by a step","The tritone expands outward to a perfect 5th","One note stays, the other moves an octave","Intervals","music_theory","intermediate","In G7 (B-D-F), the tritone F-B is the engine of resolution. B (leading tone) rises a half step to C; F (chord 7th) falls a half step to E — the tritone contracts to a major 3rd (E-C). This smooth voice leading is the basis of all dominant-to-tonic resolution.","Include an inversion exercise: state the inversion of this interval and confirm using the rule (interval numbers sum to 9).","","EarMaster 7 — interval ear training with melodic and harmonic modes. Paul Hindemith, Elementary Training for Musicians. ABRSM Grade 5.","","","","","","","","","",""
"theory-intervals-002","3","How many semitones are in a minor 6th?","8","7","9","6","Intervals","music_theory","intermediate","A minor 6th spans 8 semitones (e.g. C to A♭). It's the inversion of a major 3rd (4 semitones): 4 + 8 = 12. Minor 6ths have a warm, bittersweet sound and appear frequently in Romantic melodies and jazz ballads.","Add a voice leading application: in which direction does this interval typically resolve in a tonal or jazz progression?","","Mark Levine, The Jazz Theory Book, Ch. 1 — intervals in jazz chord construction. Recommended listening: Coltrane 'Giant Steps' for major 3rd relationships.","","","","","","","","","",""
"theory-intervals-002","4","What is an 'enharmonic interval'?","Two intervals that sound the same but are spelled differently (e.g. augmented 4th and diminished 5th)","Two intervals that sound completely different","An interval that can only be heard, not written","An interval that inverts to itself","Intervals","music_theory","intermediate","Enharmonic intervals are spelled differently but are acoustically identical. The tritone is the classic example: augmented 4th (C to F#) = diminished 5th (C to G♭) = 6 semitones. Their spelling determines how they resolve in voice leading.","Include an enharmonic spelling exercise: can this interval be spelled differently? Describe how the function changes with context.","","Aldwell & Schachter, Harmony and Voice Leading, 4th ed. Interval inversion chart practice. ABRSM Grade 6-7 interval recognition.","","","","","","","","","",""
"theory-intervals-002","5","What is the 'rule of 9' for interval inversion?","Interval number + its inversion = 9 (e.g. 3rd + 6th = 9, 4th + 5th = 9)","Interval number + its inversion = 12","Multiply semitones by 9","Invert by subtracting from an octave in semitones","Intervals","music_theory","intermediate","For simple intervals: original number + inverted number = 9. Quality also inverts: major↔minor, augmented↔diminished, perfect↔perfect. A major 6th (M6) inverts to a minor 3rd (m3). This rule applies to all diatonic intervals.","Add a chord-tone identification task: find this interval between two chord tones in each of Cmaj7, Dm7, and G7.","","Berklee Music Theory Book 1. Interval relationships to chord quality. Practice: identify intervals in recordings before checking the score.","","","","","","","","","",""
"theory-intervals-002","6","How many semitones are in a major 6th?","9","8","10","7","Intervals","music_theory","intermediate","A major 6th spans 9 semitones (e.g. C to A). It inverts to a minor 3rd (3 semitones): 9 + 3 = 12. Major 6ths have a bright, open sound. The maj6 interval is the top 2 notes of a major triad in second inversion.","Add a harmonic context question: how does this interval function within a dominant 7th chord and within a major 7th chord?","","Steven Laitz, The Complete Musician, 4th ed. (Oxford). Stefan Kostka & Dorothy Payne, Tonal Harmony (McGraw-Hill). ABRSM Grade 5-6.","","","","","","","","","",""
"theory-intervals-002","7","What interval is formed between the 3rd and 7th of a dominant 7th chord?","A tritone","A perfect 5th","A major 6th","A minor 3rd","Intervals","music_theory","intermediate","In G7 (G B D F), the 3rd (B) and 7th (F) form a tritone (6 semitones) — the interval of instability that drives resolution. B wants to move up to C; F wants to move down to E. This is what makes V7→I so harmonically powerful.","Include an inversion exercise: state the inversion of this interval and confirm using the rule (interval numbers sum to 9).","","EarMaster 7 — interval ear training with melodic and harmonic modes. Paul Hindemith, Elementary Training for Musicians. ABRSM Grade 5.","","","","","","","","","",""
"theory-intervals-002","8","What is the difference between major 7th and minor 7th intervals?","Major 7th = 11 semitones; minor 7th = 10 semitones","They are enharmonically the same","Major 7th = 10 semitones; minor 7th = 9 semitones","Major 7th spans an octave and a 7th","Intervals","music_theory","intermediate","The major 7th (C to B) spans 11 semitones — one half step below the octave. The minor 7th (C to B♭) spans 10 semitones. This one-semitone difference determines whether a chord is maj7 (warm/jazz) or dominant 7 (tense/bluesy).","Add a voice leading application: in which direction does this interval typically resolve in a tonal or jazz progression?","","Mark Levine, The Jazz Theory Book, Ch. 1 — intervals in jazz chord construction. Recommended listening: Coltrane 'Giant Steps' for major 3rd relationships.","","","","","","","","","",""
"theory-intervals-002","9","How many semitones are in an augmented 5th?","8","7","9","6","Intervals","music_theory","intermediate","A perfect 5th = 7 semitones. Augmented means raised by one semitone, so augmented 5th = 8 semitones (e.g. C to G#). This interval appears in augmented triads and is enharmonically equivalent to a minor 6th.","Include an enharmonic spelling exercise: can this interval be spelled differently? Describe how the function changes with context.","","Aldwell & Schachter, Harmony and Voice Leading, 4th ed. Interval inversion chart practice. ABRSM Grade 6-7 interval recognition.","","","","","","","","","",""
"theory-intervals-002","10","What is a 'diminished 7th' interval?","9 semitones — a minor 7th reduced by one half step (enharmonic to a major 6th)","10 semitones","A tritone plus a minor 3rd","7 semitones","Intervals","music_theory","intermediate","A diminished 7th (d7) spans 9 semitones, enharmonically equivalent to a major 6th. Spelled as a 7th because of its theoretical context — in Cdim7 = C E♭ G♭ B♭♭, the B♭♭ is the diminished 7th. The symmetry of dim7 means every note can be reinterpreted as the root.","Add a chord-tone identification task: find this interval between two chord tones in each of Cmaj7, Dm7, and G7.","","Berklee Music Theory Book 1. Interval relationships to chord quality. Practice: identify intervals in recordings before checking the score.","","","","","","","","","",""
"theory-intervals-002","11","What is an 'augmented 6th' interval?","10 semitones — one semitone larger than a major 6th (enharmonic to a minor 7th)","9 semitones","A 6th with an added chromatic neighbor","An interval from the augmented scale","Intervals","music_theory","intermediate","The augmented 6th (A6) spans 10 semitones, enharmonically a minor 7th but spelled differently. It appears in augmented 6th chords (Italian, French, German) where it resolves outward by half steps to a perfect octave on the dominant — a powerful pre-dominant gesture.","Add a harmonic context question: how does this interval function within a dominant 7th chord and within a major 7th chord?","","Steven Laitz, The Complete Musician, 4th ed. (Oxford). Stefan Kostka & Dorothy Payne, Tonal Harmony (McGraw-Hill). ABRSM Grade 5-6.","","","","","","","","","",""
"theory-intervals-002","12","What is a 'unison' vs. an 'octave'?","Unison = same pitch (0 semitones); octave = same pitch class but 12 semitones higher or lower","They are the same thing","Unison = 12 semitones; octave = 0 semitones","Unison is a chord; octave is an interval","Intervals","music_theory","intermediate","A perfect unison (P1) = 0 semitones — both voices on the exact same pitch. A perfect octave (P8) = 12 semitones — same pitch class, one octave apart. Both are 'perfect' intervals because they appear in both major and minor scales.","Include an inversion exercise: state the inversion of this interval and confirm using the rule (interval numbers sum to 9).","","EarMaster 7 — interval ear training with melodic and harmonic modes. Paul Hindemith, Elementary Training for Musicians. ABRSM Grade 5.","","","","","","","","","",""
"theory-chords-002","1","What is a fully diminished 7th chord?","A chord built of three stacked minor 3rds: root, ♭3, ♭5, ♭♭7 (diminished 7th) — e.g. Cdim7 = C E♭ G♭ A","A minor chord with a ♭7","A chord with a minor 3rd and diminished 5th only","A dominant 7th chord without the 5th","Chord Theory","music_theory","intermediate","Cdim7 = C E♭ G♭ A (enharmonic to B♭♭). Four notes, each a minor 3rd apart. It's symmetrical — every note can act as the root, giving 4 possible interpretations. Found on the 7th degree of harmonic minor and used for chromatic passing motion.","Add a voice leading exercise: write the smoothest connection from this chord to Cmaj7 using inversions and common tones.","","Mark Levine, The Jazz Theory Book, Ch. 4-8 (chord theory). Ted Greene, Chord Chemistry (Alfred). ABRSM Grade 5-6. iReal Pro for practicing chord progressions.","","","","","","","","","",""
"theory-chords-002","2","What is the difference between a half-diminished (m7♭5) and a fully diminished 7th chord?","Half-diminished has a minor 7th (♭7); fully diminished has a diminished 7th (♭♭7 = enharmonic major 6th)","Half-diminished has a major 3rd; fully diminished has a minor 3rd","They are enharmonically identical in all contexts","Half-diminished is 4 notes; fully diminished is 3 notes","Chord Theory","music_theory","intermediate","Both share root, ♭3, and ♭5. The 7th differs: m7♭5 (half-dim) = minor 7th (10 semitones); dim7 (fully dim) = diminished 7th (9 semitones). In C: Cm7♭5 = C E♭ G♭ B♭ vs. Cdim7 = C E♭ G♭ A.","Include a functional analysis: identify which scale degree this chord lives on and what harmonic function it serves in major and minor.","","Jerry Coker, Jazz Keyboard Harmony (Studio P/R). Ted Pease, Jazz Composition (Berklee). ABRSM Grade 5. Recommended: Herbie Hancock 'Maiden Voyage' for voicings.","","","","","","","","","",""
"theory-chords-002","3","What is a 'major 9th' chord (e.g. Cmaj9)?","A major 7th chord with an added 9th: C E G B D","A major triad with only the 9th (no 7th)","A dominant 9th chord","The root raised by a 9th","Chord Theory","music_theory","intermediate","Cmaj9 = C E G B D. It's a Cmaj7 with the 9th (D) stacked on top. Extended chords build by 3rds: root-3rd-5th-7th-9th-11th-13th. The 9th adds lush color without changing the chord's tonic major function.","Add a substitution note: identify which chord type can substitute for this one due to shared tritone or guide tones.","","Berklee Music Theory Book 2 (Paul Schmeling). Chord substitution and voice leading. ABRSM Grade 5. iReal Pro — progressions with various chord qualities.","","","","","","","","","",""
"theory-chords-002","4","What is a 'dominant 7#9' chord (the 'Hendrix chord')?","A dominant 7th with a raised 9th — contains both major 3rd and implied minor 3rd (♭10) in the same chord","A dominant 7th with a natural major 9th","A minor 7th with an augmented 9th","A major chord with ♯9 replacing the 5th","Chord Theory","music_theory","intermediate","G7#9 = G B D F A# (enharmonically A#=B♭). The ♯9 sounds like a ♭3 an octave higher, so the chord contains both a major 3rd (B) and implied minor 3rd (B♭/A#). This ambiguity creates the iconic 'Hendrix sound' — blues and rock in one chord.","Include a jazz example: name a jazz standard where this chord type creates a memorable harmonic color or pivot point.","","Adam Neely YouTube: 'Why jazz chord voicings work.' Mark Levine, The Jazz Piano Book (Sher). ABRSM Grade 5-6. Hookpad for chord analysis.","","","","","","","","","",""
"theory-chords-002","5","What are 'chord voicings'?","The specific arrangement and spacing of notes in a chord — same chord, different registers and inversions","The dynamic level of chord playing","Different chord qualities","The inversions of a chord only","Chord Theory","music_theory","intermediate","Voicing determines how a chord sounds by choosing which octave each note occupies. Close voicings pack notes tightly; open voicings spread them out. Jazz pianists use 'shell voicings' (root + 3rd + 7th) for clarity, then add color tones (9th, 13th) on top.","Add a notation exercise: write this chord in root position and both inversions, then label with figured bass symbols.","","Stefan Kostka, Tonal Harmony Ch. 12-15 (extended chords). ABRSM Grade 5. Analyze Bill Evans recordings for voicing construction examples.","","","","","","","","","",""
"theory-chords-002","6","What is a 'quartal chord'?","A chord built by stacking perfect 4ths instead of 3rds (e.g. C-F-B♭-E♭)","A chord with 4 notes in root position","A chord built on the 4th scale degree","A diminished chord in second inversion","Chord Theory","music_theory","intermediate","Quartal harmony stacks 4ths rather than 3rds, creating an ambiguous, modern sound. For example: C-F-B♭-E♭. Favored by McCoy Tyner, Herbie Hancock, and McCoy Tyner. Quartal chords often don't sound clearly major or minor, making them harmonically flexible.","Add a voice leading exercise: write the smoothest connection from this chord to Cmaj7 using inversions and common tones.","","Mark Levine, The Jazz Theory Book, Ch. 4-8 (chord theory). Ted Greene, Chord Chemistry (Alfred). ABRSM Grade 5-6. iReal Pro for practicing chord progressions.","","","","","","","","","",""
"theory-chords-002","7","What is a 'sus2' chord?","A chord where the 3rd is replaced by a major 2nd (e.g. Csus2 = C D G)","A chord suspended on beat 2","A chord with added 2nd alongside the 3rd","A chord where the 5th is raised to a 6th","Chord Theory","music_theory","intermediate","Sus2 replaces the 3rd with the 2nd above the root (e.g. Csus2 = C D G). Like sus4, it avoids a clear major/minor quality. Note: Csus2 and Gsus4/C contain the same notes (C D G), making them enharmonically related inversions.","Include a functional analysis: identify which scale degree this chord lives on and what harmonic function it serves in major and minor.","","Jerry Coker, Jazz Keyboard Harmony (Studio P/R). Ted Pease, Jazz Composition (Berklee). ABRSM Grade 5. Recommended: Herbie Hancock 'Maiden Voyage' for voicings.","","","","","","","","","",""
"theory-chords-002","8","What is a 'dominant 7♭9' chord and where does it resolve best?","A dominant 7th with a ♭9 (e.g. G7♭9 = G B D F A♭) — resolves most naturally to a minor tonic","A dominant 7th that resolves only to major","A minor 7th with a flat 9","A diminished chord with dominant function","Chord Theory","music_theory","intermediate","G7♭9 = G B D F A♭. The ♭9 (A♭) adds chromatic pull and resolves best to Gm or Cm. The chord contains a diminished 7th (B-A♭) as its characteristic interval. Used extensively in minor ii-V-i progressions in jazz.","Add a substitution note: identify which chord type can substitute for this one due to shared tritone or guide tones.","","Berklee Music Theory Book 2 (Paul Schmeling). Chord substitution and voice leading. ABRSM Grade 5. iReal Pro — progressions with various chord qualities.","","","","","","","","","",""
"theory-chords-002","9","What is a 'major 6th' chord (e.g. C6) and what chord does it share notes with?","A major triad with an added 6th: C E G A — shares all notes with Am7 (A C E G)","A major chord with the 5th raised to a 6th","A major 7th chord enharmonic to a 6th chord","An inverted dominant 7th chord","Chord Theory","music_theory","intermediate","C6 = C E G A. Interestingly, this is the same 4 notes as Am7 (A C E G) — they're mutual inversions. Which chord you hear depends on the bass note and harmonic context. C6 functions as tonic; Am7 functions as the vi or ii chord.","Include a jazz example: name a jazz standard where this chord type creates a memorable harmonic color or pivot point.","","Adam Neely YouTube: 'Why jazz chord voicings work.' Mark Levine, The Jazz Piano Book (Sher). ABRSM Grade 5-6. Hookpad for chord analysis.","","","","","","","","","",""
"theory-chords-002","10","What is a tritone substitution chord (♭II7)?","A dominant 7th chord built on the tritone (♭II) of V — e.g. D♭7 substituting for G7 in C major","A minor chord on the ♭II degree","A half-diminished chord on ♭II","A chord borrowed from the Lydian mode","Chord Theory","music_theory","intermediate","D♭7 and G7 share the same tritone: C♭ (=B) and F. This means D♭7 has the same resolution tendencies as G7 but with a chromatic half-step bass descent (D♭→C). Tritone subs create smooth voice leading and harmonic variety in jazz reharmonization.","Add a notation exercise: write this chord in root position and both inversions, then label with figured bass symbols.","","Stefan Kostka, Tonal Harmony Ch. 12-15 (extended chords). ABRSM Grade 5. Analyze Bill Evans recordings for voicing construction examples.","","","","","","","","","",""
"theory-chords-002","11","What is a 'polychord'?","Two separate chords stacked on top of each other (e.g. E major over C major triad)","A chord played by multiple instruments","A chord using notes from two different scales","A cluster chord of adjacent notes","Chord Theory","music_theory","intermediate","A polychord combines two complete chords. E.g. E/C = E major triad over C major = C E G + E G# B, creating a Cmaj7#11 type sound. Polychords are used in jazz, 20th century classical (Stravinsky, Bartók), and film music for complex harmonic textures.","Add a voice leading exercise: write the smoothest connection from this chord to Cmaj7 using inversions and common tones.","","Mark Levine, The Jazz Theory Book, Ch. 4-8 (chord theory). Ted Greene, Chord Chemistry (Alfred). ABRSM Grade 5-6. iReal Pro for practicing chord progressions.","","","","","","","","","",""
"theory-chords-002","12","What is the difference between Cm7 and CmMaj7?","CmMaj7 has a major 7th (C E♭ G B natural); Cm7 has a minor 7th (C E♭ G B♭)","CmMaj7 has a major 3rd; Cm7 has a minor 3rd","They are the same chord","CmMaj7 is a major chord with minor quality","Chord Theory","music_theory","intermediate","CmMaj7 = C E♭ G B natural. Cm7 = C E♭ G B♭. CmMaj7 has a striking, dramatic quality — the minor triad combined with a major 7th creates an unexpected brightness. It appears naturally as the tonic chord in harmonic and jazz melodic minor.","Include a functional analysis: identify which scale degree this chord lives on and what harmonic function it serves in major and minor.","","Jerry Coker, Jazz Keyboard Harmony (Studio P/R). Ted Pease, Jazz Composition (Berklee). ABRSM Grade 5. Recommended: Herbie Hancock 'Maiden Voyage' for voicings.","","","","","","","","","",""
"theory-chords-002","13","What is a 'dominant 13th' chord?","A dominant 7th with extensions up to the 13th (typically voiced as root-3rd-7th-13th minimum)","A major chord with a 13th added","A chord containing all 13 diatonic notes","A dominant 7th in 13th position on the neck","Chord Theory","music_theory","intermediate","G13 theoretically = G B D F A C E (all scale tones stacked). In practice pianists use root-3rd-♭7-13th (G B F E), omitting the 5th and often the 11th (which clashes with the 3rd). Very common in jazz and R&B as a sophisticated dominant chord.","Add a substitution note: identify which chord type can substitute for this one due to shared tritone or guide tones.","","Berklee Music Theory Book 2 (Paul Schmeling). Chord substitution and voice leading. ABRSM Grade 5. iReal Pro — progressions with various chord qualities.","","","","","","","","","",""
"theory-harmony-002","1","What is a 'secondary dominant'?","A V7 chord applied to a chord other than I — temporarily tonicizing it (e.g. V/V = D7 in C major)","The dominant chord in the secondary key","A chord borrowed from the parallel minor","The ii chord acting as a pre-dominant","Harmony & Voice Leading","music_theory","intermediate","Secondary dominants create local tonicization. In C major: V/V = D7 (leads to G), V/ii = A7 (leads to Dm), V/vi = E7 (leads to Am). They add chromatic color and harmonic momentum by briefly making any diatonic chord feel like a temporary 'I'.","Include a jazz standard reference: identify two jazz standards where this harmonic concept appears and analyze the specific bars.","","Mark Levine, The Jazz Theory Book, Ch. 10-14 (harmonic function). Stefan Kostka, Tonal Harmony Ch. 18-22. ABRSM Grade 6.","","","","","","","","","",""
"theory-harmony-002","2","What is 'modal interchange' (modal mixture)?","Borrowing chords from the parallel minor (or other modes) to enrich major key harmony","Changing from one mode to another mid-song","Using two different keys simultaneously","Reharmonizing with modes instead of chords","Harmony & Voice Leading","music_theory","intermediate","Modal interchange borrows chords from parallel modes. In C major, common borrowed chords from C minor: ♭VII (B♭maj), ♭VI (A♭maj), iv (Fm), ♭III (E♭maj). These create expressive harmonic darkening in an otherwise major context.","Add a reharmonization task: replace one chord in a I-vi-ii-V with this concept and describe the difference in feeling.","","Jerry Coker, Improvising Jazz. ABRSM Grade 5-6. Recommended: analyze the harmony of 'Autumn Leaves' (jazz standard) bar by bar for function.","","","","","","","","","",""
"theory-harmony-002","3","What is a 'pivot chord modulation'?","Using a chord diatonic to both the original and target keys to smoothly transition between keys","A sudden, unprepared key change","A modulation using only the cycle of 5ths","Repeating a chord until the new key feels established","Harmony & Voice Leading","music_theory","intermediate","Pivot chord modulation finds a chord that functions in both keys. E.g. modulating C major → G major: the chord Am7 is vi in C major and ii in G major — it acts as the pivot. After the pivot, you resolve it in the new key's context.","Include a voice-leading analysis: trace the movement of the soprano and bass through this progression step by step.","","Berklee Online: Harmony 3-4 (harmonic function, voice leading). Ted Pease, Jazz Composition Ch. 1-5. ABRSM Grade 6. iReal Pro for harmonic practice.","","","","","","","","","",""
"theory-harmony-002","4","Why are parallel perfect 5ths traditionally avoided in voice leading?","They cause two voices to lose independence and sound like one merged voice","They create too much harmonic tension","They are physically impossible on the piano","They violate the rules of time signatures","Harmony & Voice Leading","music_theory","intermediate","Parallel perfect 5ths were banned in common practice counterpoint because they fuse two voices acoustically. Medieval polyphony sought independent lines; parallel 5ths undermine that. Modern music uses them freely — rock power chords, Debussy's parallelism, and organum all use parallel 5ths intentionally.","Add a comparison question: contrast this cadence or concept with the similar one students most commonly confuse it with.","","Heinrich Schenker, Harmony (MIT Press). Voice leading analysis of Bach chorales. 12tone YouTube — harmony analysis series.","","","","","","","","","",""
"theory-harmony-002","5","What is a 'pedal point'?","A sustained or repeated note in one voice (usually bass) while harmonies change above it","A note held throughout the entire piece","A bass pattern that repeats every bar","The tonic note ringing under a chord","Harmony & Voice Leading","music_theory","intermediate","A pedal point (organ point) holds one note — usually tonic or dominant in the bass — while harmonies above change, sometimes creating dissonances that resolve. Tonic pedals create stability; dominant pedals build tremendous tension before final resolution.","Include a composition task: write an 8-bar phrase in C major featuring this harmonic device used at least twice.","","Alan Belkin, Musical Form and Analysis (belkin-online.ca, free). ABRSM Grade 5-6. Analyze four-voice SATB Bach Chorales (Riemenschneider edition).","","","","","","","","","",""
"theory-harmony-002","6","What is a 'Neapolitan chord' (♭II)?","A major chord built on the ♭2 degree, typically in first inversion — pre-dominant function","A minor chord on the 2nd degree","A diminished chord on the 7th degree","A borrowed chord from the dominant key","Harmony & Voice Leading","music_theory","intermediate","The Neapolitan chord (♭II, e.g. D♭ major in C minor) is a major triad on the lowered 2nd degree, typically in first inversion (♭II6). It has a pre-dominant function — it leads dramatically to V, with a half-step descent in the bass (D♭→C or D♭→G). Prevalent in Classical and Romantic music.","Include a jazz standard reference: identify two jazz standards where this harmonic concept appears and analyze the specific bars.","","Mark Levine, The Jazz Theory Book, Ch. 10-14 (harmonic function). Stefan Kostka, Tonal Harmony Ch. 18-22. ABRSM Grade 6.","","","","","","","","","",""
